['S7 (Rhine-Main S-Bahn)', 'Rhine-Main S-Bahn']
['Mohammad Ebrahimi (footballer, born 1984)', 'Association football']
['Marilyn Trenholme Counsell', 'Doctor of Medicine']
['Betty Compson filmography', 'Betty Compson']
['Miracle on Evergreen Terrace', 'The Simpsons (season 9)']
['Ram Sethi', 'Hindi cinema']
['Metasphenisca rubida', 'Metasphenisca']
['Robert Sympson Jameson', 'Upper Canada']
['Mimostedes birmanus', 'Beetle']
['Climate Capitalism', 'Hunter Lovins']
['Kirti Gompa', 'Samding Dorje Phagmo']
['Pristimantis cabrerai', 'Frog']
['Colobopsis', 'Genus']
['Iva Pekárková', 'Czechoslovakia']
['Jawhara Tiss', 'Tunisia']
['Cheung Prey district', 'Khmer language']
['Pohnání', 'Tábor District']
['If You Believe (film)', 'Television film']
['Orangeville, New York', 'Administrative divisions of New York (state)']
['Lepidophloeus minusculus', 'Beetle']
['Mączniki, Środa Wielkopolska County', 'Village']
['Postcolonial international relations', 'International relations']
['Bimbo', 'Sexualization']
['Cryomyces minteri', 'Fungus']
['List of members of the XRCO Hall of Fame', 'Sex industry']
['Rashid Bakr (musician)', 'Chicago']
['List of churches in the Roman Catholic Archdiocese of St. Louis', 'Catholic Church in the United States']
['Los malaventurados no lloran', 'Rock music']
['Human rights', 'Morality']
['World Fiddle Day', 'Fiddle']
['Oxicesta geographica', 'Moth']
['Untitled (Rape Scene)', 'Cuban Americans']
['Portus Lemanis', 'Roman Empire']
['Scott Pethybridge', 'Rugby league']
['Willie Summers', 'Association football']
['Minnesota Judicial Center', 'Minnesota State Capitol']
['Princeton Township, Bureau County, Illinois', 'Civil township']
['List of minor planets: 472001–473000', 'List of minor planets']
['That Ghost of My Husband', 'Comedy film']
['Sisters of Charity of the Incarnate Word', 'Catholic Church']
['Epping Forest, Tasmania', 'Northern Midlands Council']
['André van de Werve de Vorsselaer', 'Fencing']
['Robert B. Pamplin', 'Virginia']
['Ferretti (cycling team)', 'Cycling team']
['Bishop of Argyll and The Isles (Episcopal)', 'Scottish Gaelic']
["1996 US Open – Men's singles", 'Pete Sampras']
['Chenières', 'Communes of France']
['La Paz Centro', 'Municipalities of Nicaragua']
['Finn Kristensen', 'Norway']
['Nutfield railway station', 'Redhill–Tonbridge line']
['Deuce McAllister', 'American football']
['Edward Heneage, 1st Baron Heneage', 'Privy Council (United Kingdom)']
['Ranbir Kapoor filmography', 'Ranbir Kapoor']
['Please Come Home... Mr. Bulbous', 'Heavy metal music']
['Augusto Ruspoli, 11th Duke of Fiano', 'Ruspoli family']
['Instrumentum laboris', 'Latin']
['Bright Days Ahead', 'French language']
['Pierre Colliard', 'Jons, Rhône']
['Timeline of Brno', 'Category:City timelines']
['List of lost silent films (1910–1914)']
['Greenwich (ship)']
['Georges Pelletier', 'Agricultural engineering']
['Claud Lovelace', 'Theoretical physics']
['Statehood Day (Montenegro)', 'Montenegrin language']
['Trilobite larva', 'Larva']
['Flag of Volyn Oblast', 'Volyn Oblast']
['Glanbrook Rangers', 'Junior ice hockey']
['1871 Dutch general election', 'Netherlands']
['Area codes 919 and 984', 'Telephone numbering plan']
['CAMS 33', 'Flying boat']
['Cardinals created by Innocent VI', 'Pope Innocent VI']
['Doug Sahm discography', 'Doug Sahm']
["Athletics at the 2016 Summer Paralympics – Women's shot put", 'Athletics at the 2016 Summer Paralympics']
['Łubki, Lublin Voivodeship', 'Village']
['Munyange', 'Mahiga']
['Falsovelleda rufescens', 'Beetle']
['Jeffrey Epstein: Filthy Rich', 'Television documentary']
['1996 Gabonese legislative election', 'Gabon']
['Yukarıkaravaiz, Araban', 'Araban District']
['This Is Music', 'Alternative rock']
['Chrysostomos Savvatos', 'Athens']
['2019 Birmingham Classic – Singles', 'Petra Kvitová']
['Matrix multiplication algorithm', 'Matrix multiplication']
['Stefano Rossetto', 'Floruit']
['Sofia Reideborn', 'Ice hockey']
['Saturn (mythology)', 'Latin']
['Allan Stanley', 'Ice hockey']
['White Wallachia', 'Greek language']
['Thomas J. Wheeler', 'Middlefield, New York']
['Litoria chrisdahli', 'Frog']
['Joe Rubbo', 'Actor']
['List of the orchids of Metropolitan France', 'Orchid']
["Bode's sensitivity integral", 'Hendrik Wade Bode']
['Fuglefjorden', 'Albert I Land']
['Hélène Kirsova', 'Denmark']
['University of Iowa School of Art and Art History', 'University of Iowa']
['Somerleyton, Ashby and Herringfleet', 'Civil parish']
['Vice Squad (1982 film)', 'Action film']
['Zach Morrison', 'American football']
['Gorzuchy', 'Village']
['Do You Love Me? (Fiddler on the Roof)', 'Fiddler on the Roof']
['Harris, Forbes & Co.', 'BMO USA']
['Taipoiti River', 'Canterbury Region']
['Salah Al-Jezoli', 'Sudan']
['Bad Oeynhausen', 'Spa town']
['Marolles-les-Buis', 'Communes of France']
['Kiln', 'Oven']
['Maurizio Mansi', 'Italian Canadians']
['Ashok Mehta Committee', 'Janata Party']
['Anneliese Küppers', 'Duisburg']
['Desmond Baptiste', 'Cricket']
['Mount Underwood', 'Geographic coordinate system']
['The Wire that Fenced the West', 'University of Oklahoma Press']
['Warren A. and Catherine Cartier House', 'U.S. Route 10 in Michigan']
['Max Hodge', 'Americans']
['Gali Saraswathamma', 'Andhra Pradesh Legislative Council']
['Veterans Memorial Elementary School (Reno, Nevada)', 'Reno, Nevada']
['Khalashpir', 'Pirganj Upazila, Rangpur']
['Clelandella myriamae', 'Species']
['Milton S. F. Curry', 'USC School of Architecture']
['Commonwealth (Patchett novel)', 'Ann Patchett']
['Reflections (Abdullah Ibrahim album)', 'Abdullah Ibrahim']
['1976 Mississippi State Bulldogs football team', 'Mississippi State University']
['Viva (American magazine)', 'Magazine']
['Nayab (given name)', 'Persian language']
['Bucko (comics)', 'Jeff Parker (comics)']
['1918 United States Senate election in South Dakota', 'Thomas Sterling']
["Siege of Saint-Jean-d'Angély (1621)", 'Louis XIII']
['1968 United States Senate election in California', 'Thomas Kuchel']
['1980 Connecticut Huskies football team', 'University of Connecticut']
['Doctrine of equivalents', 'Patent']
['CAB (album)', 'CAB (band)']
["1975 USA Team Handball Nationals - Women's Open Division", "USA Team Handball Nationals – Women's Open Division"]
['Anthony A. Grace', 'Neuroscientist']
['Scott Quigg', 'Professional boxing']
['Emergency medical services in France', 'Health care in France']
['Zumpe']
['Mom, Can I Keep Her?', 'Direct-to-video']
['Guadalupe spiny softshell turtle', 'Subspecies']
['Mishap Creek', 'Aleutians East Borough, Alaska']
['Tony Vinciquerra', 'Sony Pictures']
['CB Amadeo Tortajada', 'Handball']
['Ahmad Al Shahawi', 'Arabic']
['Luigi Perversi', 'Association football']
['Chortodes', 'Genus']
['Pelophylax terentievi', 'Frog']
['Samsung Galaxy Round', 'Android (operating system)']
['The Hermitage (Virginia Beach, Virginia)', 'Virginia Beach, Virginia']
['Thenral', 'House']
['Common stingaree', 'Species']
['Hour of Power', 'Evangelicalism']
['Bennett Hill Farm', 'New Scotland, New York']
['Home (Josh Rouse album)', 'Indie rock']
['Tom Vaughan-Lawlor', 'RTÉ One']
['1998–99 Second League of FR Yugoslavia', 'Serbian language']
['Acronychia baeuerlenii', 'Endemism']
['Shenzhen Tram', 'Light rail']
['Wadsworth Center', 'Albany, New York']
['Nyctidromus', 'Genus']
['Steve Satan', 'Radio Caroline']
['NTRU', 'Open source']
['Anaconda City Hall', 'Anaconda, Montana']
['Arnstein Aassve', 'Bocconi University']
['Pou whakarae', 'Palisade']
['Chandan Ray', 'Cricket']
['Darwin Coastal', 'Interim Biogeographic Regionalisation for Australia']
['Million-dollar wound', 'American English']
['Film Resource Unit', 'Johannesburg']
['Adriaan Justus Enschedé', 'Haarlem']
['2017–18 Ligue 1 (Ivory Coast)', 'Ligue 1 (Ivory Coast)']
['Biggleswade', 'Civil parish']
['Grinding dresser', 'Grinding wheel']
['Ton van Kesteren', 'Real estate appraisal']
['Göran Nilsson (ice hockey)', 'Swedes']
['Limnodynastes dorsalis', 'Frog']
['List of universities in Europe founded after 1945', 'University']
['Dicranopselaphus variegatus', 'Water-penny beetle']
['Razan', 'Persian language']
['John Machin', 'Astronomy']
["I'll Never Get Out of This World Alive (album)", 'Album']
['1947 in the United States']
['Lenore Terr', 'New York City']
['Chinese Odyssey 2002', 'Mo lei tau']
['A Chair for My Mother', 'Caldecott Medal']
['Anton Friedrich Hohl', 'Obstetrics']
['Electoral results for the Division of Lowe', 'Division of Lowe']
['Katharine Tristram', 'Church Mission Society']
['Kasisomayajula Viswanath', 'Lee Kum Kee']
['Universal Syncopations II', 'Miroslav Vitouš']
['Legislative Assembly of Pará', 'Geographic coordinate system']
['Saint-Alfred, Quebec', 'Beauce-Centre Regional County Municipality']
['Matsemela Manaka', 'Black Consciousness Movement']
['Frankie Jones (gymnast)', 'Rhythmic gymnastics']
["2014 FIBA Women's European Championship for Small Countries", "FIBA Women's European Championship for Small Countries"]
['WXST', 'FM broadcasting']
['My Mother Is a Belly Dancer', 'Cinema of Hong Kong']
['Everglades Headwaters National Wildlife Refuge and Conservation Area', 'United States']
['Keigo Kusaba', 'Template:UCI Professional Continental and Continental teams']
['Omiodes indistincta', 'Crambidae']
['Paraliparis pectoralis', 'Snailfish']
['Scottrade Center, St. Louis, MO, 8/23/08', 'Album']
['Simshar incident', 'Malta']
['Khalid Duhham Al-Jawary', 'Jordan']
['Mountain yellow warbler', 'Acrocephalidae']
['Salter Report', 'Arthur Salter, 1st Baron Salter']
['Lăcusteni', 'Communes of Romania']
['Suh Nam-pyo', 'KAIST']
['Chel family', 'Yucatec Maya language']
['Prusy, Lower Silesian Voivodeship', 'German language']
['Aberdeen (1801 ship)', 'West Indiaman']
['Wawrzka', 'Ukrainian language']
['Giuseppe Crispi', 'Arbëresh language']
['Tramweg Maatschappij Zutphen-Emmerik', '750 mm gauge railways']
['Horní Slavkov', 'German language']
['Rosmersholm', 'Play (theatre)']
['Hysteria Hospital: Emergency Ward', 'Casual game']
["1972 U.S. Women's Open", "U.S. Women's Open"]
['Cybalomia lutosalis', 'Moth']
['Chloroclystis elaiachroma', 'Moth']
['European route E592', 'Krasnodar']
['Manna, Banmauk', 'Banmauk Township']
['Dobrá Voda, Trnava District', 'Hungarian language']
['Kill Them with Kindness (Headlights album)', 'Indie rock']
['John Dye (cricketer)', 'Cricket']
["Hittin' the Note", 'Album']
['Edward Bryant', 'Science fiction']
["Rockin' Road Trip", 'Troma Entertainment']
['Narragansett people', 'Algonquian languages']
['2018 Zagreb Ladies Open', 'Zagreb Ladies Open']
['Kelvin Odenigbo', 'Association football']
['Michalak', 'Polish names']
['2018 South American Trampoline Championships', 'Cochabamba']
['Mike Budnik', 'X Games']
['International Human Dimensions Programme', 'Global change']
['Anna Catharina Wedderkopf', 'Feminism']
['Sut Saneha', 'Thai language']
['1529 in art', 'Albrecht Altdorfer']
['Language Magazine', 'Stephen Krashen']
['Houtat Sulūk', 'Geographic coordinate system']
['Tsiklovo', 'Bulgarian language']
['Table of contents', 'List (information)']
['Bhatkhande Sanskriti Vishwavidyalaya', 'Lucknow']
['Malawi at the 2009 World Championships in Athletics', 'Malawi']
['Koishiwara ware', 'Japanese pottery and porcelain']
['National Register of Historic Places listings in Lincoln County, Nevada', 'National Register of Historic Places']
['Lapdance (song)', 'Rock music']
['Psychological adaptation', 'Spandrel (biology)']
['Philosophy (Ben Folds Five song)', 'Ben Folds Five']
['Naka Futo Station', 'Kobe New Transit']
['Juan Gotti', 'Dope House Records']
['Beaufort (federal constituency)', 'Interior Division']
['Pulvinar nuclei', 'Nucleus (neuroanatomy)']
['Tommy Gemmell (footballer, born 1930)', 'Association football']
['Eucalyptus odorata', 'Mallee (habit)']
['Battle of Nagybár', 'First Army (Romania)']
['Betty Lou Baker', 'Young adult fiction']
['Strelley, Nottingham', 'World War II']
['Cincinnati Dutch Lions', 'Association football']
['Karl-Gustaf Vingqvist', 'Sweden']
['Gus Coppens', 'American football']
['Davletkulovo', 'Russian language']
['John Baird Finlay', 'House of Commons of Canada']
['SAM Records', 'New York City']
['Savia (album)', 'Mami Kawada']
['Infrared vision', 'Infrared']
['Tepexi el Viejo', 'Pre-Columbian era']
['Split vote', 'Deadlock']
['Pseudodyssynergia', 'Urology']
['Theognostus the Grammarian', 'Greek language']
['Palamaner Assembly constituency', 'Andhra Pradesh Legislative Assembly']
['Astarachay', 'Geographic coordinate system']
['Communist Party of Nepal (Masal) (1999)', 'Communist party']
['Meli Loki', 'Order of the British Empire']
['Doronkino', 'Russian language']
['Pan-American Security Zone', 'World War II']
['Vassily Solomin', 'Russian language']
['Madama Butterfly', 'Opera']
['Erruca cardinale', 'Moth']
['St Francis Island', 'South Australia']
['Ethan Hemer', 'American football']
['List of diplomatic missions in Northern Cyprus', 'Northern Cyprus']
['Preutești', 'Communes of Romania']
['Robert Climie', 'Scotland']
['John Ward (archbishop of Cardiff)', 'Order of Friars Minor Capuchin']
['Royal Son of Ethiopia', 'Reggae']
['Erik Pondal Jensen', 'Association football']
['Vitals Global Healthcare', 'Malta']
['Scotinotylus provo', 'Linyphiidae']
['Dermatosis neglecta', 'Sebaceous gland']
['Massif-central–Centre (European Parliament constituency)', 'Elections to the European Parliament']
['Patricia Robertson', 'Physician']
['Ninth Amendment to the United States Constitution', 'Constitution of the United States']
['Alexander Mogilny', 'Russian language']
['Jagged Alliance 2', 'Tactical role-playing game']
['Alburitel', 'Freguesia']
['Sala Regia (Vatican)', 'Apostolic Palace']
['Hitomi Shimatani discography', 'Japanese people']
['Family as a model for the state', 'Family']
['William IV, Count of Ponthieu', 'Ponthieu']
['The Last Race (1954 film)', 'Drama (film and television)']
['2009 Keio Challenger – Doubles', 'Tomáš Cakl']
['Offense (sports)', 'American English']
['Volgograd Synagogue', 'Volgograd']
['Cremaschi', 'Italian name']
["2018–19 Kennesaw State Owls men's basketball team", 'Kennesaw State University']
['Odostomia margarita', 'Species']
['Battle of Asculum (89 BC)', 'Social War (91–87 BC)']
['O.K. Corral (card game)', 'The Space Gamer']
['Deroplatys lobata', 'Common name']
['Neuville-Ferrières', 'Communes of France']
['2020 American Athletic Conference baseball tournament', 'American Athletic Conference baseball tournament']
['Andrew Brackman', 'Major League Baseball']
['Muntjac', 'Deer']
['Rocket (Beyoncé song)', 'Beyoncé']
['Robert Kwame Mensah', 'Volta Region']
['James Somerset', 'England and Wales']
['2016 "GDD CUP" International Challenger Guangzhou – Singles', 'Kimmer Coppejans']
['Urbanówko', 'Village']
['Clock', 'Measurement']
['The World from Here', 'Nashville, Tennessee']
['Jen Jis', 'Birdy Nam Nam']
['Winter wren', 'North America']
['Comacine masters', 'Early Middle Ages']
['Lukuliro River', 'Rufiji River']
['Stefan Dziedzic', 'Skiing']
['Leptoclinides', 'Tunicate']
['Thompsonville Community Unit School District 174', 'Unified school district']
['Helmut Graf', 'Association football']
['Hexworthy', 'Dartmoor']
['Skáld-Helga saga', 'Sagas of Icelanders']
['Billy Leech', 'Association football']
['List of states by population in 1 CE']
['Bulbophyllum pleurothalloides', 'Orchid']
['Doug Vogt', 'Canadians']
['Olof Johan Södermark', 'Per Södermark']
['Assessor (Oxford)', 'University of Oxford']
['Central West Senior Hockey League', 'Senior ice hockey']
['Jim Donnan', 'American football']
['Mali Podljuben', 'Novo Mesto']
['S. Rajeswaran', 'Madras High Court']
['Nightcap (1953 TV series)', 'Television in Canada']
['Social Democratic Party (Algeria)', 'African Union']
['Shamata', 'Ward (electoral subdivision)']
['Richard Brinsley Sheridan (politician)', 'Whigs (British political party)']
['Sackbut', 'Trombone']
['Ortona, Glades County, Florida', 'Glades County, Florida']
['2009 PDC World Darts Championship', 'PDC World Darts Championship']
['Zafrul Hasan Farhad', 'Barguna District']
['Mattias Sjögren', 'Ice hockey']
['Desmond Barker', 'South African Air Force']
['Allegro de concert (Chopin)', 'Frédéric Chopin']
['Lasiarchis hirsuta', 'Moth']
['Vasil Velev', 'Bulgarian language']
['Yekaterinoslav electoral district (Russian Constituent Assembly election, 1917)', 'Russian language']
['Agelasta cristata', 'Beetle']
['Aleksa Striković', 'Serbia']
['Elizabeth Pepper', 'Newport, Rhode Island']
['Félix Córdova Dávila', 'Politician']
['I Love You, Samantha', 'Cole Porter']
['Chatenay-Vaudin', 'Communes of France']
['Glyphipterix palaeomorpha', 'Glyphipterigidae']
['Khwab', 'Hindi']
["William Leonard D'Mello", 'Catholic Church']
['Ōyamato Shrine', 'Shinto']
['Ágnes Bukta', 'Tennis']
['Celiwe Nkambule', 'Association football']
['Great Activity', 'Album']
['Asansol–Gonda Express', 'Express trains in India']
